Target, Prediction, Time
1500.56,0,2012-05-27 00:43:00
1498.08,1677.04476781,2012-05-27 00:44:00
1493.18,1677.04476781,2012-05-27 00:45:00
1505.14,0,2012-05-27 00:46:00
1506.79,0,2012-05-27 00:47:00
1506.06,0,2012-05-27 00:48:00
1493.62,1573.06619661,2012-05-27 00:49:00
1469.78,1573.06619661,2012-05-27 00:50:00
986.518,0,2012-05-27 00:51:00
987.45,0,2012-05-27 00:52:00
984.687,0,2012-05-27 00:53:00
980.263,1509.83553376,2012-05-27 00:54:00
976.797,1509.83553376,2012-05-27 00:55:00
993.131,0,2012-05-27 00:56:00
993.196,0,2012-05-27 00:57:00
1001.9,0,2012-05-27 00:58:00
995.9,1442.33347826,2012-05-27 00:59:00
996.281,1442.33347826,2012-05-27 01:00:00
997.328,0,2012-05-27 01:01:00
998.16,0,2012-05-27 01:02:00
999.119,0,2012-05-27 01:03:00
666.354,1400.15250048,2012-05-27 01:04:00
653.575,1400.15250048,2012-05-27 01:05:00
971.784,0,2012-05-27 01:06:00
1009.52,0,2012-05-27 01:07:00
1014.17,0,2012-05-27 01:08:00
738.878,1366.56746056,2012-05-27 01:09:00
592.047,1366.56746056,2012-05-27 01:10:00
868.059,0,2012-05-27 01:11:00
1007.03,0,2012-05-27 01:12:00
1009.18,0,2012-05-27 01:13:00
1011.88,1362.89969754,2012-05-27 01:14:00
1012.38,1362.89969754,2012-05-27 01:15:00
1014.52,0,2012-05-27 01:16:00
1014.03,0,2012-05-27 01:17:00
667.568,0,2012-05-27 01:18:00
583.872,1390.05648784,2012-05-27 01:19:00
1192.44,1390.05648784,2012-05-27 01:20:00
1297.87,0,2012-05-27 01:21:00
1315.93,0,2012-05-27 01:22:00
1335.12,0,2012-05-27 01:23:00
1348.73,1390.75040755,2012-05-27 01:24:00
1353.13,1390.75040755,2012-05-27 01:25:00
1360.82,0,2012-05-27 01:26:00
952.289,0,2012-05-27 01:27:00
937.759,0,2012-05-27 01:28:00
1345.39,1363.99833461,2012-05-27 01:29:00
1364.15,1363.99833461,2012-05-27 01:30:00
2055.92,0,2012-05-27 01:31:00
1961.21,0,2012-05-27 01:32:00
1931.1,0,2012-05-27 01:33:00
1908.68,1339.10944925,2012-05-27 01:34:00
1904.79,1339.10944925,2012-05-27 01:35:00
1896.31,0,2012-05-27 01:36:00
1880.27,0,2012-05-27 01:37:00
1889.6,0,2012-05-27 01:38:00
1892.78,1334.62620216,2012-05-27 01:39:00
1550.56,1973.78167041,2012-05-27 01:40:00
1467.41,0,2012-05-27 01:41:00
1792.46,0,2012-05-27 01:42:00
1900.66,0,2012-05-27 01:43:00
1885.88,1350.47600435,2012-05-27 01:44:00
1877.87,1350.47600435,2012-05-27 01:45:00
1864.13,0,2012-05-27 01:46:00
1867.06,0,2012-05-27 01:47:00
1957.48,0,2012-05-27 01:48:00
1980.85,1338.826849,2012-05-27 01:49:00
1984.77,1338.826849,2012-05-27 01:50:00
1986.02,0,2012-05-27 01:51:00
1556.58,0,2012-05-27 01:52:00
1088.02,0,2012-05-27 01:53:00
1085.14,1270.07806296,2012-05-27 01:54:00
1083.84,1270.07806296,2012-05-27 01:55:00
1075.92,0,2012-05-27 01:56:00
1097.1,0,2012-05-27 01:57:00
1095.18,0,2012-05-27 01:58:00
1099.84,1307.93644848,2012-05-27 01:59:00
1104.47,1307.93644848,2012-05-27 02:00:00
1094.49,0,2012-05-27 02:01:00
1095.12,0,2012-05-27 02:02:00
1096.01,0,2012-05-27 02:03:00
1162.35,1300.21082782,2012-05-27 02:04:00
1156.9,1300.21082782,2012-05-27 02:05:00
937.297,0,2012-05-27 02:06:00
682.203,0,2012-05-27 02:07:00
784.867,0,2012-05-27 02:08:00
1011.91,1324.92289042,2012-05-27 02:09:00
1014.56,1324.92289042,2012-05-27 02:10:00
1021.49,0,2012-05-27 02:11:00
1057.28,0,2012-05-27 02:12:00
1094.47,0,2012-05-27 02:13:00
757.642,1296.57985844,2012-05-27 02:14:00
667.687,1296.57985844,2012-05-27 02:15:00
1012.12,636.394417828,2012-05-27 02:16:00
1085.2,636.394417828,2012-05-27 02:17:00
1029.8,636.394417828,2012-05-27 02:18:00
663.333,1253.84449527,2012-05-27 02:19:00
705.002,1253.84449527,2012-05-27 02:20:00
1079.7,0,2012-05-27 02:21:00
1014.24,0,2012-05-27 02:22:00
976.039,0,2012-05-27 02:23:00
980.397,1234.36203028,2012-05-27 02:24:00
982.138,1234.36203028,2012-05-27 02:25:00
706.375,0,2012-05-27 02:26:00
556.956,0,2012-05-27 02:27:00
820.25,0,2012-05-27 02:28:00
969.381,1211.56011201,2012-05-27 02:29:00
971.382,1211.56011201,2012-05-27 02:30:00
975.611,0,2012-05-27 02:31:00
1410.21,0,2012-05-27 02:32:00
1360.8,0,2012-05-27 02:33:00
1104.39,1222.96591971,2012-05-27 02:34:00
1342.43,1222.96591971,2012-05-27 02:35:00
1503.22,0,2012-05-27 02:36:00
1501.83,0,2012-05-27 02:37:00
1432.69,0,2012-05-27 02:38:00
1433.09,1243.99811909,2012-05-27 02:39:00
1403.2,1243.99811909,2012-05-27 02:40:00
1413.49,0,2012-05-27 02:41:00
1442.86,0,2012-05-27 02:42:00
1524.37,0,2012-05-27 02:43:00
1521.42,1216.10160367,2012-05-27 02:44:00
1499.79,1216.10160367,2012-05-27 02:45:00
1500.95,0,2012-05-27 02:46:00
1527.58,0,2012-05-27 02:47:00
1510.03,0,2012-05-27 02:48:00
1518.12,1214.45691812,2012-05-27 02:49:00
1527.55,1214.45691812,2012-05-27 02:50:00
1215.31,0,2012-05-27 02:51:00
1077.29,0,2012-05-27 02:52:00
1165.85,0,2012-05-27 02:53:00
963.076,1157.45225554,2012-05-27 02:54:00
964.874,1157.45225554,2012-05-27 02:55:00
966.932,0,2012-05-27 02:56:00
967.621,0,2012-05-27 02:57:00
983.396,0,2012-05-27 02:58:00
988.893,1081.62232376,2012-05-27 02:59:00
588.543,1081.62232376,2012-05-27 03:00:00
577.305,0,2012-05-27 03:01:00
966.981,0,2012-05-27 03:02:00
986.308,0,2012-05-27 03:03:00
993.664,1051.29438989,2012-05-27 03:04:00
995.814,1051.29438989,2012-05-27 03:05:00
1003.5,0,2012-05-27 03:06:00
986.934,0,2012-05-27 03:07:00
984.421,0,2012-05-27 03:08:00
567.272,1037.30254863,2012-05-27 03:09:00
563.564,1037.30254863,2012-05-27 03:10:00
968.178,0,2012-05-27 03:11:00
977.117,0,2012-05-27 03:12:00
980.129,0,2012-05-27 03:13:00
981.904,1042.38465628,2012-05-27 03:14:00
944.613,1042.38465628,2012-05-27 03:15:00
522.344,0,2012-05-27 03:16:00
455.642,0,2012-05-27 03:17:00
801.994,0,2012-05-27 03:18:00
871.976,1059.18518329,2012-05-27 03:19:00
876.796,1059.18518329,2012-05-27 03:20:00
877.755,0,2012-05-27 03:21:00
879.271,0,2012-05-27 03:22:00
880.378,0,2012-05-27 03:23:00
1012.26,1050.90999527,2012-05-27 03:24:00
764.263,1050.90999527,2012-05-27 03:25:00
569.323,0,2012-05-27 03:26:00
788.367,0,2012-05-27 03:27:00
981.64,0,2012-05-27 03:28:00
983.883,1069.66395594,2012-05-27 03:29:00
987.76,1069.66395594,2012-05-27 03:30:00
987.684,0,2012-05-27 03:31:00
990.469,0,2012-05-27 03:32:00
1157.97,0,2012-05-27 03:33:00
1680.69,1097.27676072,2012-05-27 03:34:00
1158.03,1097.27676072,2012-05-27 03:35:00
1217.79,0,2012-05-27 03:36:00
1667.94,0,2012-05-27 03:37:00
1645.81,0,2012-05-27 03:38:00
1632.12,1094.97003767,2012-05-27 03:39:00
1638.86,1094.97003767,2012-05-27 03:40:00
1638.6,0,2012-05-27 03:41:00
1625.55,0,2012-05-27 03:42:00
1624.7,0,2012-05-27 03:43:00
1617.89,1062.73344418,2012-05-27 03:44:00
1547.12,1062.73344418,2012-05-27 03:45:00
1188.45,0,2012-05-27 03:46:00
1289.05,0,2012-05-27 03:47:00
1641.32,0,2012-05-27 03:48:00
1630.65,1081.6478846,2012-05-27 03:49:00
1636.29,1081.6478846,2012-05-27 03:50:00
1637.39,0,2012-05-27 03:51:00
1628.79,0,2012-05-27 03:52:00
1610.64,0,2012-05-27 03:53:00
1593.81,1119.21516798,2012-05-27 03:54:00
958.886,1119.21516798,2012-05-27 03:55:00
648.486,0,2012-05-27 03:56:00
970.386,0,2012-05-27 03:57:00
1065.94,0,2012-05-27 03:58:00
1087.85,1075.71949631,2012-05-27 03:59:00
1089.17,1075.71949631,2012-05-27 04:00:00
1092.26,0,2012-05-27 04:01:00
1091.66,0,2012-05-27 04:02:00
780.851,0,2012-05-27 04:03:00
689.599,1019.56070465,2012-05-27 04:04:00
984.541,1019.56070465,2012-05-27 04:05:00
974.977,0,2012-05-27 04:06:00
971.222,0,2012-05-27 04:07:00
975.022,0,2012-05-27 04:08:00
979.234,1043.88080254,2012-05-27 04:09:00
983.594,1043.88080254,2012-05-27 04:10:00
985.939,0,2012-05-27 04:11:00
667.472,0,2012-05-27 04:12:00
559.345,0,2012-05-27 04:13:00
882.731,1709.83865952,2012-05-27 04:14:00
958.452,1063.75546461,2012-05-27 04:15:00
956.45,0,2012-05-27 04:16:00
921.023,0,2012-05-27 04:17:00
845.237,646.083194902,2012-05-27 04:18:00
471.932,1753.41988684,2012-05-27 04:19:00
550.499,1753.41988684,2012-05-27 04:20:00
1063.49,0,2012-05-27 04:21:00
1051.82,646.083194902,2012-05-27 04:22:00
1045.97,1292.1663898,2012-05-27 04:23:00
1044.88,1053.12371028,2012-05-27 04:24:00
1046.42,1053.12371028,2012-05-27 04:25:00
1181.91,0,2012-05-27 04:26:00
1422.07,0,2012-05-27 04:27:00
1062.08,0,2012-05-27 04:28:00
851.261,1004.56529198,2012-05-27 04:29:00
1193.15,1004.56529198,2012-05-27 04:30:00
1293.87,0,2012-05-27 04:31:00
1305.19,0,2012-05-27 04:32:00
954.39,0,2012-05-27 04:33:00
904.698,992.16757425,2012-05-27 04:34:00
1845.77,992.16757425,2012-05-27 04:35:00
1972.64,0,2012-05-27 04:36:00
1567.68,0,2012-05-27 04:37:00
1493.18,0,2012-05-27 04:38:00
1816.03,966.488436448,2012-05-27 04:39:00
1881.45,966.488436448,2012-05-27 04:40:00
1894.85,0,2012-05-27 04:41:00
1733.24,0,2012-05-27 04:42:00
1466.66,0,2012-05-27 04:43:00
1611.15,1010.68819012,2012-05-27 04:44:00
1880.75,1010.68819012,2012-05-27 04:45:00
1863.39,0,2012-05-27 04:46:00
1734.66,0,2012-05-27 04:47:00
1466.56,0,2012-05-27 04:48:00
1641.74,1039.62079206,2012-05-27 04:49:00
1876.79,1039.62079206,2012-05-27 04:50:00
1875.45,0,2012-05-27 04:51:00
1846.56,0,2012-05-27 04:52:00
1491.25,0,2012-05-27 04:53:00
1110.8,1070.41133681,2012-05-27 04:54:00
1017.66,1070.41133681,2012-05-27 04:55:00
1223.7,0,2012-05-27 04:56:00
854.185,0,2012-05-27 04:57:00
774.353,0,2012-05-27 04:58:00
442.332,1076.19278589,2012-05-27 04:59:00
600.231,1076.19278589,2012-05-27 05:00:00
999.722,0,2012-05-27 05:01:00
985.481,0,2012-05-27 05:02:00
994.55,0,2012-05-27 05:03:00
664.682,1039.43047895,2012-05-27 05:04:00
593.048,1039.43047895,2012-05-27 05:05:00
933.428,0,2012-05-27 05:06:00
985.464,0,2012-05-27 05:07:00
983.044,0,2012-05-27 05:08:00
803.065,1049.93395093,2012-05-27 05:09:00
571.466,1049.93395093,2012-05-27 05:10:00
749.773,0,2012-05-27 05:11:00
980.183,0,2012-05-27 05:12:00
982.416,0,2012-05-27 05:13:00
898.144,1069.88685308,2012-05-27 05:14:00
569.425,1069.88685308,2012-05-27 05:15:00
0.0,0,2012-05-27 05:16:00
1094.62,0,2012-05-27 05:17:00
1091.59,0,2012-05-27 05:18:00
1095.42,1021.46066863,2012-05-27 05:19:00
729.706,1021.46066863,2012-05-27 05:20:00
672.934,0,2012-05-27 05:21:00
1029.54,0,2012-05-27 05:22:00
1083.78,0,2012-05-27 05:23:00
1091.16,1032.56290297,2012-05-27 05:24:00
1072.34,1032.56290297,2012-05-27 05:25:00
679.129,0,2012-05-27 05:26:00
690.978,0,2012-05-27 05:27:00
1091.78,0,2012-05-27 05:28:00
1083.09,1036.94374096,2012-05-27 05:29:00
1085.29,1036.94374096,2012-05-27 05:30:00
925.958,0,2012-05-27 05:31:00
668.912,0,2012-05-27 05:32:00
826.32,0,2012-05-27 05:33:00
1084.83,1006.11891929,2012-05-27 05:34:00
1086.15,1006.11891929,2012-05-27 05:35:00
1420.24,0,2012-05-27 05:36:00
1462.53,0,2012-05-27 05:37:00
1287.72,0,2012-05-27 05:38:00
1551.05,955.419266458,2012-05-27 05:39:00
1652.1,955.419266458,2012-05-27 05:40:00
1641.35,0,2012-05-27 05:41:00
1306.24,0,2012-05-27 05:42:00
1225.46,0,2012-05-27 05:43:00
1473.04,1009.95059051,2012-05-27 05:44:00
1518.34,1009.95059051,2012-05-27 05:45:00
1500.63,0,2012-05-27 05:46:00
1382.25,0,2012-05-27 05:47:00
1448.28,0,2012-05-27 05:48:00
1406.13,1052.83553144,2012-05-27 05:49:00
1483.33,1052.83553144,2012-05-27 05:50:00
912.9,0,2012-05-27 05:51:00
908.971,0,2012-05-27 05:52:00
1442.25,0,2012-05-27 05:53:00
1570.95,1081.57004537,2012-05-27 05:54:00
1443.07,1081.57004537,2012-05-27 05:55:00
1133.3,0,2012-05-27 05:56:00
935.787,0,2012-05-27 05:57:00
820.682,0,2012-05-27 05:58:00
853.791,1086.11313741,2012-05-27 05:59:00
857.012,1086.11313741,2012-05-27 06:00:00
717.49,0,2012-05-27 06:01:00
455.949,0,2012-05-27 06:02:00
559.099,0,2012-05-27 06:03:00
885.008,1079.45693179,2012-05-27 06:04:00
903.067,1079.45693179,2012-05-27 06:05:00
1007.29,0,2012-05-27 06:06:00
1010.8,0,2012-05-27 06:07:00
996.769,0,2012-05-27 06:08:00
769.449,1070.02596707,2012-05-27 06:09:00
698.01,1070.02596707,2012-05-27 06:10:00
960.435,0,2012-05-27 06:11:00
1109.7,0,2012-05-27 06:12:00
1134.8,0,2012-05-27 06:13:00
1091.23,1062.95035771,2012-05-27 06:14:00
1161.32,1062.95035771,2012-05-27 06:15:00
1506.52,0,2012-05-27 06:16:00
1754.54,0,2012-05-27 06:17:00
1771.59,0,2012-05-27 06:18:00
1614.84,1094.85831252,2012-05-27 06:19:00
1340.2,1094.85831252,2012-05-27 06:20:00
1466.07,0,2012-05-27 06:21:00
2643.8,0,2012-05-27 06:22:00
3497.53,0,2012-05-27 06:23:00
3701.01,1116.57940078,2012-05-27 06:24:00
3403.09,1116.57940078,2012-05-27 06:25:00
1850.68,0,2012-05-27 06:26:00
2114.63,0,2012-05-27 06:27:00
2234.45,0,2012-05-27 06:28:00
1275.93,1152.48674316,2012-05-27 06:29:00
943.593,1152.48674316,2012-05-27 06:30:00
1046.87,0,2012-05-27 06:31:00
1360.72,0,2012-05-27 06:32:00
1370.76,0,2012-05-27 06:33:00
1250.02,1154.09546222,2012-05-27 06:34:00
1072.88,1154.09546222,2012-05-27 06:35:00
853.449,610.127770034,2012-05-27 06:36:00
1037.74,0,2012-05-27 06:37:00
3501.94,1220.25554007,2012-05-27 06:38:00
3394.68,1173.96741847,2012-05-27 06:39:00
3294.45,1173.96741847,2012-05-27 06:40:00
1450.84,0,2012-05-27 06:41:00
1237.42,610.127770034,2012-05-27 06:42:00
1556.13,0,2012-05-27 06:43:00
1625.79,1194.5587715,2012-05-27 06:44:00
1626.26,1194.5587715,2012-05-27 06:45:00
1622.79,0,2012-05-27 06:46:00
1647.25,0,2012-05-27 06:47:00
1641.9,0,2012-05-27 06:48:00
1639.2,1197.92034984,2012-05-27 06:49:00
1670.84,2418.17588991,2012-05-27 06:50:00
1708.97,0,2012-05-27 06:51:00
1340.61,0,2012-05-27 06:52:00
1233.04,0,2012-05-27 06:53:00
1567.57,1234.03386407,2012-05-27 06:54:00
1684.85,1234.03386407,2012-05-27 06:55:00
1840.44,0,2012-05-27 06:56:00
1902.41,0,2012-05-27 06:57:00
1511.51,0,2012-05-27 06:58:00
1212.89,1323.55901212,2012-05-27 06:59:00
1263.33,1323.55901212,2012-05-27 07:00:00
1333.45,0,2012-05-27 07:01:00
1433.36,573.032441925,2012-05-27 07:02:00
1372.21,0,2012-05-27 07:03:00
1166.59,1353.62148034,2012-05-27 07:04:00
952.531,1353.62148034,2012-05-27 07:05:00
1297.13,0,2012-05-27 07:06:00
1498.14,0,2012-05-27 07:07:00
2315.69,0,2012-05-27 07:08:00
3022.25,1393.67635796,2012-05-27 07:09:00
2998.03,1393.67635796,2012-05-27 07:10:00
2624.81,0,2012-05-27 07:11:00
1521.51,0,2012-05-27 07:12:00
1503.89,0,2012-05-27 07:13:00
1507.62,1403.52403589,2012-05-27 07:14:00
1512.75,1403.52403589,2012-05-27 07:15:00
1440.02,573.032441925,2012-05-27 07:16:00
1396.83,0,2012-05-27 07:17:00
1310.81,0,2012-05-27 07:18:00
1299.24,1425.44363335,2012-05-27 07:19:00
1254.9,1425.44363335,2012-05-27 07:20:00
940.336,0,2012-05-27 07:21:00
711.841,0,2012-05-27 07:22:00
926.729,0,2012-05-27 07:23:00
1034.13,1465.68892483,2012-05-27 07:24:00
824.813,1465.68892483,2012-05-27 07:25:00
595.404,0,2012-05-27 07:26:00
796.062,0,2012-05-27 07:27:00
1007.38,0,2012-05-27 07:28:00
1008.15,1492.87224431,2012-05-27 07:29:00
772.514,1492.87224431,2012-05-27 07:30:00
600.582,0,2012-05-27 07:31:00
836.141,0,2012-05-27 07:32:00
999.163,0,2012-05-27 07:33:00
1001.72,2641.33543052,2012-05-27 07:34:00
801.706,2638.96104582,2012-05-27 07:35:00
627.532,1143.69049915,2012-05-27 07:36:00
911.082,0,2012-05-27 07:37:00
1015.31,0,2012-05-27 07:38:00
1617.52,1516.64325957,2012-05-27 07:39:00
1601.97,1516.64325957,2012-05-27 07:40:00
1149.09,0,2012-05-27 07:41:00
1148.7,0,2012-05-27 07:42:00
1526.25,0,2012-05-27 07:43:00
1521.09,1565.59586274,2012-05-27 07:44:00
1801.53,1565.59586274,2012-05-27 07:45:00
2056.93,0,2012-05-27 07:46:00
1758.01,0,2012-05-27 07:47:00
1728.99,0,2012-05-27 07:48:00
2260.98,1607.22712976,2012-05-27 07:49:00
2304.48,1607.22712976,2012-05-27 07:50:00
2211.67,0,2012-05-27 07:51:00
2276.06,0,2012-05-27 07:52:00
2318.64,0,2012-05-27 07:53:00
1906.08,1662.61204959,2012-05-27 07:54:00
1769.15,1662.61204959,2012-05-27 07:55:00
1764.36,0,2012-05-27 07:56:00
1776.44,0,2012-05-27 07:57:00
1391.44,0,2012-05-27 07:58:00
1300.05,1671.78226173,2012-05-27 07:59:00
1855.6,1671.78226173,2012-05-27 08:00:00
1847.65,0,2012-05-27 08:01:00
1836.92,0,2012-05-27 08:02:00
1594.72,0,2012-05-27 08:03:00
1553.01,2268.68709214,2012-05-27 08:04:00
1457.48,1728.41103631,2012-05-27 08:05:00
1794.12,0,2012-05-27 08:06:00
1861.14,0,2012-05-27 08:07:00
1512.17,0,2012-05-27 08:08:00
1335.4,1780.39223604,2012-05-27 08:09:00
1505.41,1780.39223604,2012-05-27 08:10:00
1730.24,0,2012-05-27 08:11:00
1289.89,0,2012-05-27 08:12:00
1227.77,0,2012-05-27 08:13:00
1115.97,1842.82778504,2012-05-27 08:14:00
1034.79,1842.82778504,2012-05-27 08:15:00
992.041,0,2012-05-27 08:16:00
638.408,0,2012-05-27 08:17:00
569.48,0,2012-05-27 08:18:00
918.831,1899.42402212,2012-05-27 08:19:00
983.824,1899.42402212,2012-05-27 08:20:00
644.988,0,2012-05-27 08:21:00
567.179,0,2012-05-27 08:22:00
914.933,0,2012-05-27 08:23:00
971.496,1964.45384821,2012-05-27 08:24:00
973.306,1964.45384821,2012-05-27 08:25:00
980.416,0,2012-05-27 08:26:00
995.177,0,2012-05-27 08:27:00
1001.34,0,2012-05-27 08:28:00
1004.29,2040.89213245,2012-05-27 08:29:00
1000.73,2040.89213245,2012-05-27 08:30:00
779.941,0,2012-05-27 08:31:00
579.812,0,2012-05-27 08:32:00
823.903,0,2012-05-27 08:33:00
990.959,2105.90751735,2012-05-27 08:34:00
987.598,2105.90751735,2012-05-27 08:35:00
914.73,0,2012-05-27 08:36:00
656.515,0,2012-05-27 08:37:00
829.626,0,2012-05-27 08:38:00
1095.39,2225.48237531,2012-05-27 08:39:00
1352.12,2225.48237531,2012-05-27 08:40:00
1678.37,0,2012-05-27 08:41:00
1255.08,0,2012-05-27 08:42:00
1214.06,0,2012-05-27 08:43:00
1543.93,2297.57795659,2012-05-27 08:44:00
1601.28,2297.57795659,2012-05-27 08:45:00
1550.57,0,2012-05-27 08:46:00
1515.41,0,2012-05-27 08:47:00
1487.69,0,2012-05-27 08:48:00
1492.48,2184.20837072,2012-05-27 08:49:00
1510.95,2184.20837072,2012-05-27 08:50:00
1480.45,0,2012-05-27 08:51:00
1422.36,0,2012-05-27 08:52:00
1071.58,0,2012-05-27 08:53:00
1123.2,2263.0816725,2012-05-27 08:54:00
1476.45,2263.0816725,2012-05-27 08:55:00
1477.26,0,2012-05-27 08:56:00
1490.46,0,2012-05-27 08:57:00
1473.32,0,2012-05-27 08:58:00
1467.43,2474.19288964,2012-05-27 08:59:00
1465.15,2474.19288964,2012-05-27 09:00:00
1436.35,0,2012-05-27 09:01:00
953.637,0,2012-05-27 09:02:00
871.409,0,2012-05-27 09:03:00
672.418,2443.09912776,2012-05-27 09:04:00
956.701,2443.09912776,2012-05-27 09:05:00
1089.91,0,2012-05-27 09:06:00
1090.44,0,2012-05-27 09:07:00
1037.45,0,2012-05-27 09:08:00
989.419,2264.9893536,2012-05-27 09:09:00
870.439,2264.9893536,2012-05-27 09:10:00
609.458,0,2012-05-27 09:11:00
677.02,0,2012-05-27 09:12:00
865.54,0,2012-05-27 09:13:00
872.177,2638.97686318,2012-05-27 09:14:00
877.899,2638.97686318,2012-05-27 09:15:00
885.047,0,2012-05-27 09:16:00
489.623,0,2012-05-27 09:17:00
470.561,0,2012-05-27 09:18:00
849.421,2540.40426913,2012-05-27 09:19:00
894.973,2540.40426913,2012-05-27 09:20:00
521.264,0,2012-05-27 09:21:00
484.359,0,2012-05-27 09:22:00
823.484,0,2012-05-27 09:23:00
876.086,3027.76274637,2012-05-27 09:24:00
882.799,3027.76274637,2012-05-27 09:25:00
883.857,0,2012-05-27 09:26:00
1006.52,0,2012-05-27 09:27:00
994.536,0,2012-05-27 09:28:00
653.583,2890.31223414,2012-05-27 09:29:00
589.908,2890.31223414,2012-05-27 09:30:00
1007.49,0,2012-05-27 09:31:00
1105.58,0,2012-05-27 09:32:00
1106.54,0,2012-05-27 09:33:00
1106.17,2896.01914935,2012-05-27 09:34:00
1031.0,2896.01914935,2012-05-27 09:35:00
683.452,0,2012-05-27 09:36:00
766.076,0,2012-05-27 09:37:00
1096.48,0,2012-05-27 09:38:00
1098.8,2704.73612838,2012-05-27 09:39:00
1108.85,2704.73612838,2012-05-27 09:40:00
929.485,0,2012-05-27 09:41:00
1277.14,0,2012-05-27 09:42:00
1438.23,0,2012-05-27 09:43:00
1597.91,2970.27374802,2012-05-27 09:44:00
1585.43,2970.27374802,2012-05-27 09:45:00
1561.52,0,2012-05-27 09:46:00
1588.5,0,2012-05-27 09:47:00
1568.05,0,2012-05-27 09:48:00
1567.87,3035.50817367,2012-05-27 09:49:00
1564.15,3035.50817367,2012-05-27 09:50:00
1577.58,0,2012-05-27 09:51:00
1594.9,0,2012-05-27 09:52:00
1565.95,0,2012-05-27 09:53:00
1575.8,2701.10167556,2012-05-27 09:54:00
1418.56,2701.10167556,2012-05-27 09:55:00
1688.47,0,2012-05-27 09:56:00
1980.72,0,2012-05-27 09:57:00
2192.79,0,2012-05-27 09:58:00
2256.36,3011.15852737,2012-05-27 09:59:00
2297.31,3011.15852737,2012-05-27 10:00:00
2289.64,0,2012-05-27 10:01:00
2238.15,0,2012-05-27 10:02:00
2004.0,580.768953848,2012-05-27 10:03:00
2109.97,2998.57378168,2012-05-27 10:04:00
1649.61,2998.57378168,2012-05-27 10:05:00
1852.11,0,2012-05-27 10:06:00
2006.52,580.768953848,2012-05-27 10:07:00
2694.92,0,2012-05-27 10:08:00
2581.38,3039.03102862,2012-05-27 10:09:00
2348.16,3039.03102862,2012-05-27 10:10:00
2119.73,0,2012-05-27 10:11:00
2173.37,0,2012-05-27 10:12:00
2224.93,0,2012-05-27 10:13:00
2751.71,3127.666797,2012-05-27 10:14:00
2666.24,3127.666797,2012-05-27 10:15:00
2469.44,0,2012-05-27 10:16:00
2426.8,0,2012-05-27 10:17:00
2051.57,0,2012-05-27 10:18:00
1704.55,3194.82273744,2012-05-27 10:19:00
1923.86,3194.82273744,2012-05-27 10:20:00
2454.79,0,2012-05-27 10:21:00
2301.66,0,2012-05-27 10:22:00
2085.8,0,2012-05-27 10:23:00
1852.14,3306.69351393,2012-05-27 10:24:00
1821.47,3306.69351393,2012-05-27 10:25:00
1818.41,0,2012-05-27 10:26:00
2361.05,0,2012-05-27 10:27:00
2568.84,0,2012-05-27 10:28:00
2557.42,2664.36136969,2012-05-27 10:29:00
1697.93,2664.36136969,2012-05-27 10:30:00
1345.68,0,2012-05-27 10:31:00
1743.86,0,2012-05-27 10:32:00
2368.43,0,2012-05-27 10:33:00
2513.63,2782.88975176,2012-05-27 10:34:00
2522.2,2782.88975176,2012-05-27 10:35:00
2552.19,0,2012-05-27 10:36:00
1929.76,0,2012-05-27 10:37:00
1772.71,0,2012-05-27 10:38:00
1897.33,2289.58112592,2012-05-27 10:39:00
2236.19,2289.58112592,2012-05-27 10:40:00
2227.55,0,2012-05-27 10:41:00
2897.33,0,2012-05-27 10:42:00
3427.01,0,2012-05-27 10:43:00
2757.96,2686.76991317,2012-05-27 10:44:00
2732.81,2686.76991317,2012-05-27 10:45:00
2776.78,0,2012-05-27 10:46:00
3432.96,0,2012-05-27 10:47:00
3450.74,0,2012-05-27 10:48:00
3182.7,2943.89160261,2012-05-27 10:49:00
2840.1,2943.89160261,2012-05-27 10:50:00
2423.06,0,2012-05-27 10:51:00
2320.43,0,2012-05-27 10:52:00
2322.89,0,2012-05-27 10:53:00
2895.83,2918.43756711,2012-05-27 10:54:00
3049.19,2918.43756711,2012-05-27 10:55:00
3061.91,0,2012-05-27 10:56:00
3038.99,0,2012-05-27 10:57:00
2593.83,0,2012-05-27 10:58:00
1914.27,2853.41437117,2012-05-27 10:59:00
2324.4,2853.41437117,2012-05-27 11:00:00
2624.97,0,2012-05-27 11:01:00
3145.66,0,2012-05-27 11:02:00
3188.8,0,2012-05-27 11:03:00
3110.16,3398.91147958,2012-05-27 11:04:00
2873.97,3398.91147958,2012-05-27 11:05:00
2732.41,0,2012-05-27 11:06:00
2347.78,0,2012-05-27 11:07:00
1948.96,0,2012-05-27 11:08:00
2438.39,3158.20744077,2012-05-27 11:09:00
2983.7,3158.20744077,2012-05-27 11:10:00
3220.65,0,2012-05-27 11:11:00
3298.86,0,2012-05-27 11:12:00
3339.79,0,2012-05-27 11:13:00
2744.76,3479.26646732,2012-05-27 11:14:00
2041.47,3479.26646732,2012-05-27 11:15:00
2070.55,0,2012-05-27 11:16:00
2402.08,0,2012-05-27 11:17:00
2955.24,0,2012-05-27 11:18:00
2959.63,3403.14745518,2012-05-27 11:19:00
2882.36,3403.14745518,2012-05-27 11:20:00
2172.12,0,2012-05-27 11:21:00
2167.42,0,2012-05-27 11:22:00
2421.16,0,2012-05-27 11:23:00
2966.54,3128.47357575,2012-05-27 11:24:00
