Target, Prediction, Time
498.408,941.923462332,2012-06-02 02:10:00
587.771,0,2012-06-02 02:11:00
895.956,0,2012-06-02 02:12:00
904.943,0,2012-06-02 02:13:00
547.843,1243.1276961,2012-06-02 02:14:00
533.126,949.380570448,2012-06-02 02:15:00
874.152,0,2012-06-02 02:16:00
904.494,0,2012-06-02 02:17:00
555.515,0,2012-06-02 02:18:00
678.067,974.379367727,2012-06-02 02:19:00
962.479,974.379367727,2012-06-02 02:20:00
1015.8,0,2012-06-02 02:21:00
641.962,0,2012-06-02 02:22:00
649.884,0,2012-06-02 02:23:00
949.188,961.870885656,2012-06-02 02:24:00
1022.68,961.870885656,2012-06-02 02:25:00
700.542,0,2012-06-02 02:26:00
682.236,0,2012-06-02 02:27:00
934.567,0,2012-06-02 02:28:00
1028.43,893.805350025,2012-06-02 02:29:00
695.528,893.805350025,2012-06-02 02:30:00
612.233,0,2012-06-02 02:31:00
953.648,0,2012-06-02 02:32:00
1031.95,0,2012-06-02 02:33:00
871.125,912.748732733,2012-06-02 02:34:00
615.489,912.748732733,2012-06-02 02:35:00
792.047,0,2012-06-02 02:36:00
1025.16,0,2012-06-02 02:37:00
1653.53,0,2012-06-02 02:38:00
1192.05,913.813756934,2012-06-02 02:39:00
1126.54,913.813756934,2012-06-02 02:40:00
1514.97,0,2012-06-02 02:41:00
1518.42,0,2012-06-02 02:42:00
1147.52,0,2012-06-02 02:43:00
1121.2,964.231409926,2012-06-02 02:44:00
1468.59,964.231409926,2012-06-02 02:45:00
1522.14,0,2012-06-02 02:46:00
1157.42,0,2012-06-02 02:47:00
1108.55,0,2012-06-02 02:48:00
1460.65,1011.02805376,2012-06-02 02:49:00
1509.93,1011.02805376,2012-06-02 02:50:00
1181.28,0,2012-06-02 02:51:00
1101.4,0,2012-06-02 02:52:00
1360.32,0,2012-06-02 02:53:00
1416.53,903.873554581,2012-06-02 02:54:00
1089.26,903.873554581,2012-06-02 02:55:00
1011.12,0,2012-06-02 02:56:00
1337.87,0,2012-06-02 02:57:00
1396.93,0,2012-06-02 02:58:00
985.109,899.911000691,2012-06-02 02:59:00
349.803,899.911000691,2012-06-02 03:00:00
735.947,0,2012-06-02 03:01:00
754.378,0,2012-06-02 03:02:00
684.098,0,2012-06-02 03:03:00
371.282,937.223780969,2012-06-02 03:04:00
515.507,937.223780969,2012-06-02 03:05:00
781.818,0,2012-06-02 03:06:00
790.325,0,2012-06-02 03:07:00
539.054,0,2012-06-02 03:08:00
391.46,997.519416566,2012-06-02 03:09:00
704.806,997.519416566,2012-06-02 03:10:00
794.985,0,2012-06-02 03:11:00
843.897,0,2012-06-02 03:12:00
444.115,0,2012-06-02 03:13:00
770.879,907.066128797,2012-06-02 03:14:00
937.925,907.066128797,2012-06-02 03:15:00
902.343,0,2012-06-02 03:16:00
536.653,0,2012-06-02 03:17:00
542.205,0,2012-06-02 03:18:00
866.466,996.442114493,2012-06-02 03:19:00
912.649,996.442114493,2012-06-02 03:20:00
764.809,0,2012-06-02 03:21:00
555.128,0,2012-06-02 03:22:00
707.466,0,2012-06-02 03:23:00
923.637,915.641788634,2012-06-02 03:24:00
733.274,915.641788634,2012-06-02 03:25:00
507.025,0,2012-06-02 03:26:00
687.387,0,2012-06-02 03:27:00
971.706,0,2012-06-02 03:28:00
702.742,1005.0299638,2012-06-02 03:29:00
510.387,1005.0299638,2012-06-02 03:30:00
650.62,0,2012-06-02 03:31:00
921.447,0,2012-06-02 03:32:00
758.998,0,2012-06-02 03:33:00
489.623,979.165701106,2012-06-02 03:34:00
611.654,979.165701106,2012-06-02 03:35:00
904.012,0,2012-06-02 03:36:00
758.446,0,2012-06-02 03:37:00
484.124,0,2012-06-02 03:38:00
940.297,1029.56973322,2012-06-02 03:39:00
1536.36,1029.56973322,2012-06-02 03:40:00
1477.57,0,2012-06-02 03:41:00
1179.28,0,2012-06-02 03:42:00
1032.38,0,2012-06-02 03:43:00
1276.88,970.973904435,2012-06-02 03:44:00
1363.63,970.973904435,2012-06-02 03:45:00
1213.18,0,2012-06-02 03:46:00
1042.82,0,2012-06-02 03:47:00
1297.73,0,2012-06-02 03:48:00
1439.56,975.686581779,2012-06-02 03:49:00
1399.81,975.686581779,2012-06-02 03:50:00
1030.76,0,2012-06-02 03:51:00
1052.22,0,2012-06-02 03:52:00
1448.14,0,2012-06-02 03:53:00
1438.87,1046.92827485,2012-06-02 03:54:00
1452.69,1046.92827485,2012-06-02 03:55:00
1371.01,0,2012-06-02 03:56:00
1049.02,0,2012-06-02 03:57:00
1093.06,0,2012-06-02 03:58:00
1445.82,1052.8119617,2012-06-02 03:59:00
1421.62,1052.8119617,2012-06-02 04:00:00
601.713,0,2012-06-02 04:01:00
0.0,0,2012-06-02 04:02:00
826.294,0,2012-06-02 04:03:00
865.616,1085.11323764,2012-06-02 04:04:00
948.175,1085.11323764,2012-06-02 04:05:00
601.972,0,2012-06-02 04:06:00
750.406,0,2012-06-02 04:07:00
1020.51,0,2012-06-02 04:08:00
1016.49,1060.67593907,2012-06-02 04:09:00
1030.21,1060.67593907,2012-06-02 04:10:00
965.799,0,2012-06-02 04:11:00
684.745,0,2012-06-02 04:12:00
884.801,0,2012-06-02 04:13:00
981.138,1069.6884696,2012-06-02 04:14:00
896.427,1069.6884696,2012-06-02 04:15:00
564.862,0,2012-06-02 04:16:00
832.568,0,2012-06-02 04:17:00
976.256,0,2012-06-02 04:18:00
1096.8,1061.0680381,2012-06-02 04:19:00
591.113,1061.0680381,2012-06-02 04:20:00
634.324,0,2012-06-02 04:21:00
1003.64,0,2012-06-02 04:22:00
997.572,0,2012-06-02 04:23:00
740.437,1033.02354879,2012-06-02 04:24:00
492.197,1033.02354879,2012-06-02 04:25:00
709.117,0,2012-06-02 04:26:00
912.317,0,2012-06-02 04:27:00
929.014,0,2012-06-02 04:28:00
537.397,1089.25675412,2012-06-02 04:29:00
494.803,1089.25675412,2012-06-02 04:30:00
887.327,0,2012-06-02 04:31:00
897.705,0,2012-06-02 04:32:00
519.886,0,2012-06-02 04:33:00
542.029,1085.92203097,2012-06-02 04:34:00
808.389,1085.92203097,2012-06-02 04:35:00
793.623,0,2012-06-02 04:36:00
700.414,0,2012-06-02 04:37:00
387.659,0,2012-06-02 04:38:00
557.563,1043.08984981,2012-06-02 04:39:00
792.59,1043.08984981,2012-06-02 04:40:00
1489.51,0,2012-06-02 04:41:00
1251.45,0,2012-06-02 04:42:00
960.097,0,2012-06-02 04:43:00
1114.01,1057.15632472,2012-06-02 04:44:00
1337.85,1057.15632472,2012-06-02 04:45:00
1344.49,0,2012-06-02 04:46:00
1349.33,0,2012-06-02 04:47:00
950.672,0,2012-06-02 04:48:00
961.105,1125.77853607,2012-06-02 04:49:00
1359.42,1125.77853607,2012-06-02 04:50:00
1348.03,0,2012-06-02 04:51:00
1122.88,0,2012-06-02 04:52:00
944.65,0,2012-06-02 04:53:00
1160.44,1114.60866841,2012-06-02 04:54:00
1335.44,1392.17456358,2012-06-02 04:55:00
1382.87,277.565895179,2012-06-02 04:56:00
1474.15,277.565895179,2012-06-02 04:57:00
1074.59,0,2012-06-02 04:58:00
1071.96,1058.19316142,2012-06-02 04:59:00
1426.84,1058.19316142,2012-06-02 05:00:00
1439.54,0,2012-06-02 05:01:00
1000.64,0,2012-06-02 05:02:00
464.326,0,2012-06-02 05:03:00
770.522,1046.1807925,2012-06-02 05:04:00
870.13,1046.1807925,2012-06-02 05:05:00
870.139,0,2012-06-02 05:06:00
569.418,0,2012-06-02 05:07:00
510.001,0,2012-06-02 05:08:00
861.272,1059.8942862,2012-06-02 05:09:00
900.47,1059.8942862,2012-06-02 05:10:00
758.741,0,2012-06-02 05:11:00
492.738,0,2012-06-02 05:12:00
680.811,0,2012-06-02 05:13:00
929.878,993.257688379,2012-06-02 05:14:00
1023.67,993.257688379,2012-06-02 05:15:00
574.394,0,2012-06-02 05:16:00
594.004,0,2012-06-02 05:17:00
770.495,0,2012-06-02 05:18:00
1003.06,1059.60146865,2012-06-02 05:19:00
1004.23,1059.60146865,2012-06-02 05:20:00
723.535,0,2012-06-02 05:21:00
608.867,0,2012-06-02 05:22:00
959.346,0,2012-06-02 05:23:00
1003.55,1067.20136515,2012-06-02 05:24:00
653.736,1067.20136515,2012-06-02 05:25:00
503.66,0,2012-06-02 05:26:00
797.432,0,2012-06-02 05:27:00
905.85,0,2012-06-02 05:28:00
903.285,1059.97523278,2012-06-02 05:29:00
873.876,1059.97523278,2012-06-02 05:30:00
480.71,0,2012-06-02 05:31:00
504.583,0,2012-06-02 05:32:00
893.305,0,2012-06-02 05:33:00
888.423,1025.14806413,2012-06-02 05:34:00
893.259,1025.14806413,2012-06-02 05:35:00
897.448,0,2012-06-02 05:36:00
505.18,0,2012-06-02 05:37:00
490.709,0,2012-06-02 05:38:00
864.87,1020.17148011,2012-06-02 05:39:00
892.34,1020.17148011,2012-06-02 05:40:00
633.963,0,2012-06-02 05:41:00
919.035,0,2012-06-02 05:42:00
1407.51,0,2012-06-02 05:43:00
1496.44,986.018782995,2012-06-02 05:44:00
1472.11,986.018782995,2012-06-02 05:45:00
1552.91,0,2012-06-02 05:46:00
1564.9,0,2012-06-02 05:47:00
1402.55,0,2012-06-02 05:48:00
1148.46,1061.46534675,2012-06-02 05:49:00
1339.08,1061.46534675,2012-06-02 05:50:00
1568.46,374.344420929,2012-06-02 05:51:00
1404.87,0,2012-06-02 05:52:00
1169.1,0,2012-06-02 05:53:00
1315.62,1070.21833927,2012-06-02 05:54:00
1491.53,1070.21833927,2012-06-02 05:55:00
1425.55,0,2012-06-02 05:56:00
1011.1,0,2012-06-02 05:57:00
1163.06,0,2012-06-02 05:58:00
1619.45,1065.43002978,2012-06-02 05:59:00
1517.24,1065.43002978,2012-06-02 06:00:00
1443.02,815.518720171,2012-06-02 06:01:00
1286.03,407.759360086,2012-06-02 06:02:00
873.21,0,2012-06-02 06:03:00
794.368,1481.98252031,2012-06-02 06:04:00
819.794,1889.7418804,2012-06-02 06:05:00
803.529,0,2012-06-02 06:06:00
498.757,815.518720171,2012-06-02 06:07:00
477.442,0,2012-06-02 06:08:00
821.692,1070.78120732,2012-06-02 06:09:00
844.947,1070.78120732,2012-06-02 06:10:00
827.51,407.759360086,2012-06-02 06:11:00
566.552,0,2012-06-02 06:12:00
508.53,407.759360086,2012-06-02 06:13:00
624.432,1479.0726659,2012-06-02 06:14:00
740.824,1479.0726659,2012-06-02 06:15:00
750.866,0,2012-06-02 06:16:00
599.846,0,2012-06-02 06:17:00
337.706,815.518720171,2012-06-02 06:18:00
598.054,1400.2919112,2012-06-02 06:19:00
761.013,1808.05127128,2012-06-02 06:20:00
762.09,0,2012-06-02 06:21:00
641.94,0,2012-06-02 06:22:00
345.231,0,2012-06-02 06:23:00
502.689,1423.99430648,2012-06-02 06:24:00
762.48,1016.2349464,2012-06-02 06:25:00
749.994,407.759360086,2012-06-02 06:26:00
761.821,0,2012-06-02 06:27:00
754.871,0,2012-06-02 06:28:00
790.267,985.913856971,2012-06-02 06:29:00
1333.46,985.913856971,2012-06-02 06:30:00
1285.57,0,2012-06-02 06:31:00
1664.33,0,2012-06-02 06:32:00
1680.73,407.759360086,2012-06-02 06:33:00
1686.25,1005.48796453,2012-06-02 06:34:00
1693.23,1005.48796453,2012-06-02 06:35:00
901.037,0,2012-06-02 06:36:00
503.057,0,2012-06-02 06:37:00
750.5,0,2012-06-02 06:38:00
898.583,979.642128442,2012-06-02 06:39:00
935.154,979.642128442,2012-06-02 06:40:00
666.809,0,2012-06-02 06:41:00
686.501,0,2012-06-02 06:42:00
1194.22,0,2012-06-02 06:43:00
1795.17,1044.31626542,2012-06-02 06:44:00
1738.24,1044.31626542,2012-06-02 06:45:00
1790.06,0,2012-06-02 06:46:00
1585.09,0,2012-06-02 06:47:00
1338.23,0,2012-06-02 06:48:00
1384.56,994.165100264,2012-06-02 06:49:00
1579.66,1809.68382044,2012-06-02 06:50:00
1556.01,815.518720171,2012-06-02 06:51:00
1396.01,0,2012-06-02 06:52:00
1212.29,0,2012-06-02 06:53:00
1797.15,991.210049345,2012-06-02 06:54:00
2063.32,991.210049345,2012-06-02 06:55:00
2069.4,0,2012-06-02 06:56:00
2093.29,0,2012-06-02 06:57:00
1862.18,0,2012-06-02 06:58:00
1714.56,1039.81933409,2012-06-02 06:59:00
1946.74,1039.81933409,2012-06-02 07:00:00
2092.83,0,2012-06-02 07:01:00
2092.61,0,2012-06-02 07:02:00
1899.63,0,2012-06-02 07:03:00
1469.19,1020.99311545,2012-06-02 07:04:00
1059.79,1020.99311545,2012-06-02 07:05:00
1375.63,0,2012-06-02 07:06:00
1017.84,0,2012-06-02 07:07:00
1276.13,0,2012-06-02 07:08:00
1055.52,1021.99221807,2012-06-02 07:09:00
663.619,1021.99221807,2012-06-02 07:10:00
1243.76,0,2012-06-02 07:11:00
1084.98,0,2012-06-02 07:12:00
1084.67,0,2012-06-02 07:13:00
1347.72,1012.28554581,2012-06-02 07:14:00
672.561,1012.28554581,2012-06-02 07:15:00
811.29,0,2012-06-02 07:16:00
1432.81,0,2012-06-02 07:17:00
1079.37,0,2012-06-02 07:18:00
1055.61,1087.03533011,2012-06-02 07:19:00
1057.68,1087.03533011,2012-06-02 07:20:00
904.841,0,2012-06-02 07:21:00
677.427,0,2012-06-02 07:22:00
957.758,0,2012-06-02 07:23:00
1134.65,1077.20822614,2012-06-02 07:24:00
1136.32,1077.20822614,2012-06-02 07:25:00
843.456,0,2012-06-02 07:26:00
1052.48,0,2012-06-02 07:27:00
1249.55,0,2012-06-02 07:28:00
1254.63,1077.36916873,2012-06-02 07:29:00
1219.48,1077.36916873,2012-06-02 07:30:00
1149.62,0,2012-06-02 07:31:00
1141.67,0,2012-06-02 07:32:00
761.796,0,2012-06-02 07:33:00
838.353,1116.0271337,2012-06-02 07:34:00
1159.17,1116.0271337,2012-06-02 07:35:00
1133.43,0,2012-06-02 07:36:00
730.951,0,2012-06-02 07:37:00
741.787,0,2012-06-02 07:38:00
1140.17,1104.8116218,2012-06-02 07:39:00
1312.66,1104.8116218,2012-06-02 07:40:00
1173.15,0,2012-06-02 07:41:00
1146.1,0,2012-06-02 07:42:00
1141.77,0,2012-06-02 07:43:00
901.076,1083.22328544,2012-06-02 07:44:00
1381.85,1375.86979303,2012-06-02 07:45:00
1696.2,0,2012-06-02 07:46:00
1774.14,0,2012-06-02 07:47:00
1725.2,0,2012-06-02 07:48:00
1724.85,1009.26111111,2012-06-02 07:49:00
1719.68,1009.26111111,2012-06-02 07:50:00
1648.87,0,2012-06-02 07:51:00
1269.86,0,2012-06-02 07:52:00
1267.34,0,2012-06-02 07:53:00
1670.82,1061.3098974,2012-06-02 07:54:00
1596.25,1061.3098974,2012-06-02 07:55:00
1609.67,292.646507594,2012-06-02 07:56:00
1434.36,0,2012-06-02 07:57:00
1193.81,0,2012-06-02 07:58:00
1304.81,1736.28175814,2012-06-02 07:59:00
1611.21,1152.5258125,2012-06-02 08:00:00
1712.84,0,2012-06-02 08:01:00
1691.64,0,2012-06-02 08:02:00
1708.36,0,2012-06-02 08:03:00
1727.56,1119.86958411,2012-06-02 08:04:00
1712.94,1119.86958411,2012-06-02 08:05:00
1437.5,0,2012-06-02 08:06:00
1148.94,0,2012-06-02 08:07:00
1153.48,0,2012-06-02 08:08:00
1151.93,1105.59193029,2012-06-02 08:09:00
1024.62,1105.59193029,2012-06-02 08:10:00
732.945,0,2012-06-02 08:11:00
889.426,0,2012-06-02 08:12:00
1162.9,0,2012-06-02 08:13:00
1182.15,1076.69881814,2012-06-02 08:14:00
1244.37,1368.57679096,2012-06-02 08:15:00
1298.07,0,2012-06-02 08:16:00
1271.63,0,2012-06-02 08:17:00
1018.47,0,2012-06-02 08:18:00
870.293,1106.24723245,2012-06-02 08:19:00
1171.97,1106.24723245,2012-06-02 08:20:00
1257.65,0,2012-06-02 08:21:00
888.817,0,2012-06-02 08:22:00
840.022,583.755945633,2012-06-02 08:23:00
1174.71,1092.33711118,2012-06-02 08:24:00
1292.49,1092.33711118,2012-06-02 08:25:00
1292.84,291.877972817,2012-06-02 08:26:00
1285.5,291.877972817,2012-06-02 08:27:00
1318.0,0,2012-06-02 08:28:00
1099.68,1042.32881761,2012-06-02 08:29:00
949.588,1042.32881761,2012-06-02 08:30:00
1204.58,0,2012-06-02 08:31:00
1365.54,0,2012-06-02 08:32:00
1393.77,0,2012-06-02 08:33:00
1535.61,1090.89356305,2012-06-02 08:34:00
1380.28,1090.89356305,2012-06-02 08:35:00
1107.09,0,2012-06-02 08:36:00
1208.73,0,2012-06-02 08:37:00
1402.33,0,2012-06-02 08:38:00
1438.09,1098.75493071,2012-06-02 08:39:00
1732.88,1098.75493071,2012-06-02 08:40:00
1763.27,0,2012-06-02 08:41:00
1267.75,583.755945633,2012-06-02 08:42:00
1290.71,291.877972817,2012-06-02 08:43:00
1690.93,1099.10858032,2012-06-02 08:44:00
1639.47,1099.10858032,2012-06-02 08:45:00
1703.18,0,2012-06-02 08:46:00
1776.26,0,2012-06-02 08:47:00
1895.92,0,2012-06-02 08:48:00
2116.01,1058.56394275,2012-06-02 08:49:00
2197.8,1058.56394275,2012-06-02 08:50:00
2202.5,0,2012-06-02 08:51:00
2209.68,0,2012-06-02 08:52:00
2185.1,0,2012-06-02 08:53:00
2204.33,1085.51777249,2012-06-02 08:54:00
2198.13,1085.51777249,2012-06-02 08:55:00
2168.77,0,2012-06-02 08:56:00
2001.85,0,2012-06-02 08:57:00
1784.84,0,2012-06-02 08:58:00
2008.1,1177.70594675,2012-06-02 08:59:00
2167.39,1177.70594675,2012-06-02 09:00:00
2181.18,0,2012-06-02 09:01:00
2168.58,0,2012-06-02 09:02:00
2172.0,0,2012-06-02 09:03:00
2153.4,1148.12016052,2012-06-02 09:04:00
2080.06,1460.3707009,2012-06-02 09:05:00
1876.61,0,2012-06-02 09:06:00
1619.63,0,2012-06-02 09:07:00
1573.29,0,2012-06-02 09:08:00
1571.82,1476.34943535,2012-06-02 09:09:00
1511.28,1164.09889497,2012-06-02 09:10:00
1510.64,0,2012-06-02 09:11:00
1163.87,0,2012-06-02 09:12:00
1172.82,312.250540379,2012-06-02 09:13:00
1588.07,1161.68149802,2012-06-02 09:14:00
1630.55,1473.9320384,2012-06-02 09:15:00
1494.24,312.250540379,2012-06-02 09:16:00
1225.57,312.250540379,2012-06-02 09:17:00
1361.18,0,2012-06-02 09:18:00
1701.09,1181.4435382,2012-06-02 09:19:00
1690.98,1181.4435382,2012-06-02 09:20:00
1472.35,0,2012-06-02 09:21:00
1287.18,0,2012-06-02 09:22:00
1515.31,0,2012-06-02 09:23:00
1680.57,1183.0528698,2012-06-02 09:24:00
1684.74,1183.0528698,2012-06-02 09:25:00
1690.01,312.250540379,2012-06-02 09:26:00
1503.44,0,2012-06-02 09:27:00
1288.98,0,2012-06-02 09:28:00
1523.46,1172.33947434,2012-06-02 09:29:00
1635.13,1484.59001472,2012-06-02 09:30:00
1619.49,0,2012-06-02 09:31:00
1614.44,0,2012-06-02 09:32:00
1613.82,0,2012-06-02 09:33:00
1501.25,1171.46975622,2012-06-02 09:34:00
1203.54,1171.46975622,2012-06-02 09:35:00
1367.28,0,2012-06-02 09:36:00
1654.27,0,2012-06-02 09:37:00
1358.37,312.250540379,2012-06-02 09:38:00
1001.76,1170.28605718,2012-06-02 09:39:00
929.664,1787.99057147,2012-06-02 09:40:00
1261.28,0,2012-06-02 09:41:00
1192.89,0,2012-06-02 09:42:00
863.5,0,2012-06-02 09:43:00
931.775,1167.64233658,2012-06-02 09:44:00
1253.43,1479.89287696,2012-06-02 09:45:00
1267.68,0,2012-06-02 09:46:00
1248.35,0,2012-06-02 09:47:00
1927.79,0,2012-06-02 09:48:00
1859.98,1164.57113755,2012-06-02 09:49:00
1682.4,1164.57113755,2012-06-02 09:50:00
1296.01,0,2012-06-02 09:51:00
1321.56,305.453973914,2012-06-02 09:52:00
1568.01,0,2012-06-02 09:53:00
1534.41,1208.98415309,2012-06-02 09:54:00
1173.54,1208.98415309,2012-06-02 09:55:00
1256.19,0,2012-06-02 09:56:00
1652.63,0,2012-06-02 09:57:00
1586.11,0,2012-06-02 09:58:00
1562.34,1287.12317542,2012-06-02 09:59:00
1638.39,1287.12317542,2012-06-02 10:00:00
1704.2,0,2012-06-02 10:01:00
1704.92,0,2012-06-02 10:02:00
1684.42,0,2012-06-02 10:03:00
1694.23,1266.77376899,2012-06-02 10:04:00
1681.58,1266.77376899,2012-06-02 10:05:00
1692.03,0,2012-06-02 10:06:00
1691.12,0,2012-06-02 10:07:00
1686.68,0,2012-06-02 10:08:00
1489.19,1279.0021503,2012-06-02 10:09:00
1145.14,1279.0021503,2012-06-02 10:10:00
937.228,0,2012-06-02 10:11:00
723.081,0,2012-06-02 10:12:00
1077.63,0,2012-06-02 10:13:00
1176.81,1276.38609228,2012-06-02 10:14:00
898.649,1295.0578965,2012-06-02 10:15:00
747.923,0,2012-06-02 10:16:00
979.897,0,2012-06-02 10:17:00
1170.89,0,2012-06-02 10:18:00
1038.44,1267.86375337,2012-06-02 10:19:00
750.339,1267.86375337,2012-06-02 10:20:00
1003.07,0,2012-06-02 10:21:00
1150.72,0,2012-06-02 10:22:00
1203.17,0,2012-06-02 10:23:00
1014.87,1217.66772201,2012-06-02 10:24:00
831.715,1217.66772201,2012-06-02 10:25:00
572.856,0,2012-06-02 10:26:00
416.259,0,2012-06-02 10:27:00
746.856,0,2012-06-02 10:28:00
792.844,1272.68601266,2012-06-02 10:29:00
867.628,1272.68601266,2012-06-02 10:30:00
840.046,0,2012-06-02 10:31:00
836.41,0,2012-06-02 10:32:00
870.137,0,2012-06-02 10:33:00
867.959,1248.4514426,2012-06-02 10:34:00
848.579,1248.4514426,2012-06-02 10:35:00
848.938,0,2012-06-02 10:36:00
853.786,0,2012-06-02 10:37:00
846.468,0,2012-06-02 10:38:00
843.021,1253.90793997,2012-06-02 10:39:00
902.074,1253.90793997,2012-06-02 10:40:00
895.257,0,2012-06-02 10:41:00
665.336,0,2012-06-02 10:42:00
449.375,0,2012-06-02 10:43:00
619.382,1238.82054253,2012-06-02 10:44:00
842.951,1238.82054253,2012-06-02 10:45:00
833.739,0,2012-06-02 10:46:00
842.836,0,2012-06-02 10:47:00
833.785,0,2012-06-02 10:48:00
1323.22,1265.37083472,2012-06-02 10:49:00
1027.93,1265.37083472,2012-06-02 10:50:00
1015.11,0,2012-06-02 10:51:00
1488.72,0,2012-06-02 10:52:00
1459.04,0,2012-06-02 10:53:00
1461.62,1264.21461684,2012-06-02 10:54:00
1454.46,1264.21461684,2012-06-02 10:55:00
1480.03,0,2012-06-02 10:56:00
1467.7,0,2012-06-02 10:57:00
1475.61,0,2012-06-02 10:58:00
1475.53,1244.93915977,2012-06-02 10:59:00
1462.81,1244.93915977,2012-06-02 11:00:00
1449.95,0,2012-06-02 11:01:00
1467.86,0,2012-06-02 11:02:00
1441.15,0,2012-06-02 11:03:00
1236.92,1215.82711549,2012-06-02 11:04:00
1034.12,1215.82711549,2012-06-02 11:05:00
1258.9,0,2012-06-02 11:06:00
1449.69,0,2012-06-02 11:07:00
1452.41,0,2012-06-02 11:08:00
1046.75,1252.10977732,2012-06-02 11:09:00
974.508,1252.10977732,2012-06-02 11:10:00
771.391,0,2012-06-02 11:11:00
795.817,0,2012-06-02 11:12:00
798.722,0,2012-06-02 11:13:00
802.719,1222.24074925,2012-06-02 11:14:00
501.384,1222.24074925,2012-06-02 11:15:00
411.235,0,2012-06-02 11:16:00
707.054,0,2012-06-02 11:17:00
801.203,0,2012-06-02 11:18:00
820.975,1229.26189045,2012-06-02 11:19:00
805.395,1229.26189045,2012-06-02 11:20:00
474.952,0,2012-06-02 11:21:00
304.253,0,2012-06-02 11:22:00
566.847,0,2012-06-02 11:23:00
705.848,1224.38689297,2012-06-02 11:24:00
707.656,1224.38689297,2012-06-02 11:25:00
728.174,0,2012-06-02 11:26:00
728.002,0,2012-06-02 11:27:00
726.201,0,2012-06-02 11:28:00
717.828,1239.82497449,2012-06-02 11:29:00
724.905,1239.82497449,2012-06-02 11:30:00
726.955,0,2012-06-02 11:31:00
732.066,0,2012-06-02 11:32:00
724.166,0,2012-06-02 11:33:00
741.515,1199.47442678,2012-06-02 11:34:00
422.959,1199.47442678,2012-06-02 11:35:00
307.02,0,2012-06-02 11:36:00
603.359,0,2012-06-02 11:37:00
715.204,0,2012-06-02 11:38:00
719.469,1229.05259454,2012-06-02 11:39:00
718.023,1229.05259454,2012-06-02 11:40:00
723.159,0,2012-06-02 11:41:00
503.393,0,2012-06-02 11:42:00
380.636,0,2012-06-02 11:43:00
635.776,1227.53986529,2012-06-02 11:44:00
826.221,1227.53986529,2012-06-02 11:45:00
821.804,0,2012-06-02 11:46:00
826.786,0,2012-06-02 11:47:00
789.453,0,2012-06-02 11:48:00
409.516,1231.76728474,2012-06-02 11:49:00
578.386,1231.76728474,2012-06-02 11:50:00
1531.97,0,2012-06-02 11:51:00
1426.13,0,2012-06-02 11:52:00
1377.74,0,2012-06-02 11:53:00
1393.01,1228.45080927,2012-06-02 11:54:00
1365.8,1228.45080927,2012-06-02 11:55:00
1432.91,0,2012-06-02 11:56:00
1480.42,0,2012-06-02 11:57:00
1489.72,0,2012-06-02 11:58:00
1491.6,1122.23028338,2012-06-02 11:59:00
1477.42,1122.23028338,2012-06-02 12:00:00
1473.14,0,2012-06-02 12:01:00
1471.15,0,2012-06-02 12:02:00
1101.96,0,2012-06-02 12:03:00
1058.9,1147.11272591,2012-06-02 12:04:00
1392.21,1147.11272591,2012-06-02 12:05:00
1467.62,0,2012-06-02 12:06:00
1478.42,0,2012-06-02 12:07:00
1460.27,0,2012-06-02 12:08:00
1469.08,1126.44576831,2012-06-02 12:09:00
1471.13,1126.44576831,2012-06-02 12:10:00
1381.96,0,2012-06-02 12:11:00
857.592,0,2012-06-02 12:12:00
809.842,0,2012-06-02 12:13:00
805.986,1129.90439283,2012-06-02 12:14:00
804.925,1129.90439283,2012-06-02 12:15:00
674.515,0,2012-06-02 12:16:00
406.751,0,2012-06-02 12:17:00
504.977,0,2012-06-02 12:18:00
825.442,1128.72752725,2012-06-02 12:19:00
826.401,1128.72752725,2012-06-02 12:20:00
832.006,0,2012-06-02 12:21:00
838.688,0,2012-06-02 12:22:00
824.37,0,2012-06-02 12:23:00
837.977,1086.59732721,2012-06-02 12:24:00
833.483,1086.59732721,2012-06-02 12:25:00
824.728,0,2012-06-02 12:26:00
506.083,0,2012-06-02 12:27:00
411.279,0,2012-06-02 12:28:00
705.14,1110.37575317,2012-06-02 12:29:00
819.33,1110.37575317,2012-06-02 12:30:00
820.65,0,2012-06-02 12:31:00
819.797,0,2012-06-02 12:32:00
824.975,0,2012-06-02 12:33:00
934.388,1112.30553286,2012-06-02 12:34:00
855.395,1112.30553286,2012-06-02 12:35:00
830.895,0,2012-06-02 12:36:00
833.046,0,2012-06-02 12:37:00
824.331,0,2012-06-02 12:38:00
410.098,1103.30639375,2012-06-02 12:39:00
417.053,1103.30639375,2012-06-02 12:40:00
836.382,0,2012-06-02 12:41:00
829.493,0,2012-06-02 12:42:00
832.968,0,2012-06-02 12:43:00
832.592,1072.40684942,2012-06-02 12:44:00
823.936,1072.40684942,2012-06-02 12:45:00
827.02,0,2012-06-02 12:46:00
707.721,0,2012-06-02 12:47:00
406.496,0,2012-06-02 12:48:00
526.655,1179.77788847,2012-06-02 12:49:00
816.675,1179.77788847,2012-06-02 12:50:00
823.531,0,2012-06-02 12:51:00
1441.24,0,2012-06-02 12:52:00
1336.38,0,2012-06-02 12:53:00
1010.46,1132.9650094,2012-06-02 12:54:00
1053.12,1132.9650094,2012-06-02 12:55:00
1362.28,0,2012-06-02 12:56:00
